Assigned;Assigned[%];Time[min];Iter;IterYield[%];Speed[it/s];AddedPert;AddedPert[%];HardStudentConf;StudentConf;DistStudentConf;CommitStudentConf;TimePref;RoomPref;DistInstrPref;GrConstPref;UselessHalfHours;BrokenTimePat;TooBigRooms
0;0.000;0.000;0;NaN;NaN;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
1;0.667;0.001;1;100.000;20.473;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
2;1.333;0.001;2;100.000;30.718;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
3;2.000;0.001;3;100.000;39.170;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
4;2.667;0.001;4;100.000;48.426;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
5;3.333;0.002;5;100.000;54.318;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
6;4.000;0.002;6;100.000;61.950;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
7;4.667;0.002;7;100.000;64.854;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
8;5.333;0.002;8;100.000;69.953;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
9;6.000;0.002;9;100.000;72.590;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
10;6.667;0.002;10;100.000;76.953;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
1111;7.333;0.010;11;100.000;18.323;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
12;8.000;0.010;12;100.000;19.920;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
13;8.667;0.010;13;100.000;21.505;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
14;9.333;0.010;14;100.000;23.070;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
15;10.000;0.010;15;100.000;24.635;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
16;10.667;0.010;16;100.000;26.200;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
17;11.333;0.010;17;100.000;27.703;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
18;12.000;0.010;18;100.000;29.160;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
19;12.667;0.010;19;100.000;30.646;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
20;13.333;0.010;20;100.000;32.081;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
21;14.000;0.010;21;100.000;33.559;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
22;14.667;0.010;22;100.000;35.050;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
23;15.333;0.011;23;100.000;36.471;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
24;16.000;0.011;24;100.000;37.846;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
25;16.625;16.667;0.009;25;100.000;43.925;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
26;17.333;0.010;26;100.000;45.390;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
27;18.000;0.010;27;100.000;46.724;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
28;18.667;0.010;28;100.000;48.202;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
29;19.333;0.010;29;100.000;49.602;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
30;20.000;0.010;30;100.000;51.035;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
31;20.667;0.010;31;100.000;52.533;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
32;21.333;0.010;32;100.000;53.788;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
33;22.000;0.010;33;100.000;55.119;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
34;22.667;0.010;34;100.000;55.525;0;0.000;0;0;0;0;0.000;0;0;0;0;2;0
35;23.333;0.010;35;100.000;56.762;0;0.000;0;0;0;0;0.000;0;0;0;0;2;0
36;24.000;0.010;36;100.000;57.955;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
37;24.667;0.013;37;100.000;47.380;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
38;25.333;0.013;38;100.000;48.403;0;0.000;0;0;0;0;0.000;0;0;0;0;0;0
39;26.000;0.013;39;100.000;49.061;0;0.000;0;0;0;0;0.000;0;0;0;0;6;0
40;26.667;0.013;40;100.000;50.170;0;0.000;0;0;0;0;0.000;0;0;0;0;6;0
41;27.333;0.013;41;100.000;51.124;0;0.000;0;0;0;0;0.000;0;0;0;0;8;0
42;28.000;0.013;42;100.000;51.942;0;0.000;0;0;0;0;0.000;0;0;0;0;6;0
43;28.667;0.014;43;100.000;53.019;0;0.000;0;0;0;0;0.000;0;0;0;0;6;1
44;29.333;0.014;44;100.000;54.097;0;0.000;0;1;0;0;0.000;0;0;0;0;6;1
45;30.000;0.014;45;100.000;54.841;0;0.000;0;1;0;0;0.000;0;0;0;0;8;1
46;30.667;0.014;46;100.000;55.737;0;0.000;0;1;0;0;0.000;0;0;0;0;8;1
47;31.333;0.014;47;100.000;56.599;0;0.000;0;1;0;0;0.000;0;0;0;0;8;1
48;32.000;0.014;48;100.000;56.951;0;0.000;0;1;0;0;0.000;0;0;0;0;2;1
49;32.667;0.014;49;100.000;57.145;0;0.000;0;1;0;0;0.000;0;0;0;0;2;1
50;33.333;0.014;50;100.000;58.163;0;0.000;0;1;0;0;0.000;0;0;0;0;6;1
51;34.000;0.014;51;100.000;59.112;0;0.000;0;1;0;0;0.000;0;0;0;0;6;1
52;34.667;0.015;52;100.000;59.651;0;0.000;0;1;0;0;0.000;0;0;0;0;4;1
53;35.333;0.015;53;100.000;60.022;0;0.000;0;1;0;0;0.000;0;0;0;0;4;1
54;36.000;0.023;54;100.000;38.705;0;0.000;0;1;0;0;0.000;0;0;0;0;6;1
55;36.667;0.023;55;100.000;39.199;0;0.000;0;1;0;0;0.000;0;0;0;0;10;1
56;37.333;0.024;56;100.000;38.771;0;0.000;0;1;0;0;0.000;0;0;0;0;10;1
57;38.000;0.024;57;100.000;39.315;0;0.000;0;1;0;0;0.000;0;0;0;0;8;1
58;38.667;0.024;58;100.000;39.811;0;0.000;0;1;0;0;0.000;0;0;0;0;10;1
59;39.333;0.025;59;100.000;39.992;0;0.000;0;1;0;0;0.000;0;0;0;0;12;1
60;40.000;0.025;60;100.000;39.987;0;0.000;0;0;0;0;0.000;0;0;0;0;12;1
61;40.667;0.025;61;100.000;40.618;0;0.000;0;0;0;0;0.000;0;0;0;0;8;1
62;41.333;0.037;62;100.000;28.294;0;0.000;0;0;0;0;0.000;0;0;0;0;6;1
63;42.000;0.038;63;100.000;27.913;0;0.000;0;0;0;0;0.000;0;0;0;0;6;1
64;42.667;0.038;64;100.000;28.332;0;0.000;0;0;0;0;0.000;0;0;0;0;10;1
65;43.333;0.038;65;100.000;28.688;0;0.000;0;0;0;0;0.000;0;0;0;0;10;1
66;44.000;0.038;66;100.000;28.834;0;0.000;0;0;0;0;0.000;0;0;0;0;10;1
67;44.667;0.038;67;100.000;29.082;0;0.000;0;0;0;0;0.000;0;0;0;0;14;1
68;45.333;0.040;68;100.000;28.061;0;0.000;0;0;0;0;0.000;0;0;0;0;10;1
69;46.000;0.041;69;100.000;28.294;0;0.000;0;0;0;0;0.000;0;0;0;0;12;1
70;46.667;0.041;70;100.000;28.661;0;0.000;0;0;0;0;0.000;0;0;0;0;12;1
71;47.333;0.041;71;100.000;28.939;0;0.000;0;0;0;0;0.000;0;0;0;0;12;1
72;48.000;0.041;72;100.000;29.235;0;0.000;0;0;0;0;0.000;0;0;0;0;16;1
73;48.667;0.041;73;100.000;29.619;0;0.000;0;0;0;0;0.000;0;0;0;0;16;1
74;49.333;0.041;74;100.000;30.012;0;0.000;0;0;0;0;0.000;0;0;0;0;16;1
75;50.000;0.041;75;100.000;30.390;0;0.000;0;0;0;0;0.000;0;0;0;0;16;1
76;50.667;0.041;77;98.701;31.166;0;0.000;0;0;0;0;0.000;0;0;0;0;18;1
77;51.333;0.041;78;98.718;31.535;0;0.000;0;0;0;0;0.000;0;0;0;0;16;1
78;52.000;0.042;79;98.734;31.713;0;0.000;0;0;0;0;0.000;0;0;0;0;14;1
79;52.667;0.042;80;98.750;32.083;0;0.000;0;0;0;0;0.000;0;0;0;0;14;1
80;53.333;0.042;81;98.765;32.368;0;0.000;0;0;0;0;0.000;0;0;0;0;16;1
81;54.000;0.042;82;98.780;32.470;0;0.000;0;0;0;0;0.000;0;0;0;0;16;2
82;54.667;0.042;83;98.795;32.809;0;0.000;0;0;0;0;0.000;0;0;0;0;12;2
83;55.333;0.042;84;98.810;33.167;0;0.000;0;0;0;0;0.000;0;0;0;0;14;2
84;56.000;0.042;85;98.824;33.538;0;0.000;0;0;0;0;0.000;0;0;0;0;18;2
85;56.667;0.043;86;98.837;33.612;0;0.000;0;0;0;0;0.000;0;0;0;0;20;2
