Assigned;Assigned[%];Time[min];Iter;IterYield[%];Speed[it/s];AddedPert;AddedPert[%];HardStudentConf;StudentConf;DistStudentConf;CommitStudentConf;TimePref;RoomPref;DistInstrPref;GrConstPref;UselessHalfHours;BrokenTimePat;TooBigRooms
72;48.000;0.027;72;100.000;44.300;0;0.000;0;0;0;0;0.000;0;0;0;0;16;5
73;48.667;0.027;73;100.000;44.749;0;0.000;0;0;0;0;0.000;0;0;0;0;14;5
74;49.333;0.027;74;100.000;45.300;0;0.000;0;0;0;0;0.000;0;0;0;0;14;5
75;50.000;0.027;75;100.000;45.835;0;0.000;0;0;0;0;0.000;0;0;0;0;16;5
76;50.667;0.027;76;100.000;46.307;0;0.000;0;0;0;0;0.000;0;0;0;0;18;5
77;51.333;0.027;77;100.000;46.807;0;0.000;0;0;0;0;0.000;0;0;0;0;18;5
78;52.000;0.027;78;100.000;47.310;0;0.000;0;0;0;0;0.000;0;0;0;0;16;5
79;52.667;0.028;79;100.000;47.861;0;0.000;0;0;0;0;0.000;0;0;0;0;20;5
80;53.333;0.028;80;100.000;48.411;0;0.000;0;0;0;0;0.000;0;0;0;0;20;5
81;54.000;0.028;81;100.000;48.957;0;0.000;0;0;0;0;0.000;0;0;0;0;18;5
82;54.667;0.028;82;100.000;49.460;0;0.000;0;0;0;0;0.000;0;0;0;0;18;5
83;55.333;0.028;83;100.000;49.951;0;0.000;0;0;0;0;0.000;0;0;0;0;16;5
84;56.000;0.028;84;100.000;50.488;0;0.000;0;0;0;0;0.000;0;0;0;0;20;5
85;56.667;0.028;85;100.000;51.014;0;0.000;0;0;0;0;0.000;0;0;0;0;24;5
86;57.333;0.028;86;100.000;51.516;0;0.000;0;0;0;0;0.000;0;0;0;0;24;5
87;58.000;0.028;87;100.000;51.934;0;0.000;0;0;0;0;0.000;0;0;0;0;22;5
88;58.667;0.028;88;100.000;52.407;0;0.000;0;0;0;0;0.000;0;0;0;0;22;5
89;59.333;0.028;89;100.000;52.827;0;0.000;0;0;0;0;0.000;0;0;0;0;24;5
90;60.000;0.028;90;100.000;53.294;0;0.000;0;0;0;0;0.000;0;0;0;0;22;5
91;60.667;0.028;91;100.000;53.826;0;0.000;0;0;0;0;0.000;0;0;0;0;22;5
92;61.333;0.029;92;100.000;53.517;0;0.000;0;0;0;0;0.000;0;0;0;0;22;5
93;62.000;0.029;93;100.000;53.967;0;0.000;0;0;0;0;0.000;0;0;0;0;24;5
94;62.667;0.029;94;100.000;54.450;0;0.000;0;0;0;0;0.000;0;0;0;0;22;5
95;63.333;0.029;95;100.000;54.857;0;0.000;0;0;0;0;0.000;0;0;0;0;20;5
96;64.000;0.029;96;100.000;55.238;0;0.000;0;0;0;0;0.000;0;0;0;0;22;5
97;64.667;0.029;97;100.000;55.678;0;0.000;0;0;0;0;0.000;0;0;0;0;20;5
98;65.333;0.029;98;100.000;55.535;0;0.000;0;0;0;0;0.000;0;0;0;0;20;5
99;66.000;0.029;99;100.000;56.016;0;0.000;0;0;0;0;0.000;0;0;0;0;18;5
100;66.667;0.030;100;100.000;56.429;0;0.000;0;0;0;0;0.000;0;0;0;0;18;6
101;67.333;0.030;101;100.000;56.904;0;0.000;0;0;0;0;0.000;0;0;0;0;20;6
102;68.000;0.030;102;100.000;57.392;0;0.000;0;0;0;0;0.000;0;0;0;0;20;6
103;68.667;0.030;103;100.000;57.839;0;0.000;0;0;0;0;0.000;0;0;0;0;20;7
104;69.333;0.030;104;100.000;58.334;0;0.000;0;0;0;0;0.000;0;0;0;0;24;7
105;70.000;0.030;105;100.000;58.798;0;0.000;0;0;0;0;0.000;0;0;0;0;20;7
106;70.667;0.030;106;100.000;59.201;0;0.000;0;0;0;0;0.000;0;0;0;0;22;7
107;71.333;0.030;107;100.000;59.681;0;0.000;0;0;0;0;0.000;0;0;0;0;26;7
108;72.000;0.030;108;100.000;60.036;0;0.000;0;0;0;0;0.000;0;0;0;0;28;7
109;72.667;0.030;109;100.000;60.450;0;0.000;0;0;0;0;0.000;0;0;0;0;26;7
110;73.333;0.030;110;100.000;60.925;0;0.000;0;0;0;0;0.000;0;0;0;0;26;7
111;74.000;0.030;111;100.000;61.302;0;0.000;0;0;0;0;0.000;0;0;0;0;24;7
112;74.667;0.030;112;100.000;61.527;0;0.000;0;0;0;0;0.000;0;0;0;0;30;7
113;75.333;0.030;113;100.000;61.784;0;0.000;0;0;0;0;0.000;0;0;0;0;30;8
114;76.000;0.031;114;100.000;62.249;0;0.000;0;0;0;0;0.000;0;0;0;0;26;8
115;76.667;0.031;116;99.138;63.193;0;0.000;0;3;0;0;40.000;0;0;0;0;26;8
116;77.333;0.031;117;99.145;63.628;0;0.000;0;3;0;0;40.000;0;0;0;0;22;8
117;78.000;0.031;118;99.153;63.788;0;0.000;0;3;0;0;40.000;0;0;0;0;22;8
118;78.667;0.031;119;99.160;64.187;0;0.000;0;3;0;0;40.000;0;0;0;0;22;9
119;79.333;0.031;120;99.167;64.580;0;0.000;0;3;0;0;40.000;0;0;0;0;22;10
120;80.000;0.031;121;99.174;65.021;0;0.000;0;3;0;0;40.000;0;0;0;0;20;10
121;80.667;0.031;122;99.180;65.461;0;0.000;0;3;0;0;40.000;0;0;0;0;18;10
122;81.333;0.031;123;99.187;65.861;0;0.000;0;3;0;0;40.000;0;0;0;0;20;10
123;82.000;0.031;124;99.194;66.293;0;0.000;0;4;0;0;40.000;0;0;0;0;20;10
124;82.667;0.031;125;99.200;66.616;0;0.000;0;4;0;0;40.000;0;0;0;0;20;11
125;83.333;0.031;126;99.206;66.814;0;0.000;0;4;0;0;40.000;0;0;0;0;26;11
126;84.000;0.032;127;99.213;67.180;0;0.000;0;5;0;0;40.000;0;0;0;0;26;12
127;84.667;0.032;128;99.219;67.621;0;0.000;0;5;0;0;40.000;0;0;0;0;26;12
128;85.333;0.032;129;99.225;67.968;0;0.000;0;5;0;0;40.000;0;0;0;0;24;12
129;86.000;0.032;130;99.231;68.375;0;0.000;0;5;0;0;40.000;0;0;0;0;24;12
130;86.667;0.032;131;99.237;68.634;0;0.000;0;5;0;0;40.000;0;0;0;0;30;12
131;87.333;0.032;132;99.242;68.932;0;0.000;0;6;0;0;40.000;0;0;0;0;36;12
132;88.000;0.032;133;99.248;69.275;0;0.000;0;6;0;0;40.000;0;0;0;0;38;12
133;88.667;0.032;134;99.254;69.672;0;0.000;0;6;0;0;40.000;0;0;0;0;40;12
134;89.333;0.032;135;99.259;69.601;0;0.000;0;6;0;0;40.000;0;0;0;0;40;13
135;90.000;0.032;136;99.265;69.944;0;0.000;0;6;0;0;40.000;0;0;0;0;38;14
136;90.667;0.032;137;99.270;70.366;0;0.000;0;7;0;0;40.000;0;0;0;0;38;14
137;91.333;0.033;138;99.275;70.738;0;0.000;0;7;0;0;40.000;0;0;0;0;42;14
138;92.000;0.033;139;99.281;71.151;0;0.000;0;7;0;0;40.000;0;0;0;0;42;15
139;92.667;0.033;141;98.582;71.903;0;0.000;0;8;0;0;40.000;0;0;0;0;44;17
140;93.333;0.033;142;98.592;72.340;0;0.000;2;11;0;0;40.000;0;0;0;0;44;17
141;94.000;0.033;144;97.917;72.686;0;0.000;2;10;0;0;0.000;0;0;0;0;44;17
142;94.667;0.034;145;97.931;71.097;0;0.000;2;10;0;0;0.000;0;0;0;0;44;17
143;95.333;0.034;146;97.945;71.405;0;0.000;2;11;0;0;4.000;0;0;0;0;44;17
144;96.000;0.034;147;97.959;71.361;0;0.000;2;11;0;0;4.000;0;0;0;0;42;17
145;96.667;0.035;149;97.315;71.825;0;0.000;1;12;0;0;44.000;0;0;0;1;48;17
146;97.333;0.035;150;97.333;71.893;0;0.000;1;12;0;0;44.000;0;0;0;1;46;18
147;98.000;0.038;152;96.711;66.624;0;0.000;0;8;0;0;4.000;0;0;0;3;46;19
148;98.667;0.038;153;96.732;66.911;0;0.000;0;8;0;0;4.000;0;0;0;3;46;20
149;99.333;0.038;155;96.129;67.657;0;0.000;1;11;0;0;44.000;0;0;0;1;42;20
150;100.000;0.039;163;92.025;69.627;0;0.000;0;13;0;0;44.000;0;0;0;1;44;20
150;100.000;0.040;195;76.923;82.117;0;0.000;0;13;0;0;44.000;0;0;0;1;32;20
150;100.000;0.040;298;50.336;123.529;0;0.000;0;12;0;0;44.000;0;0;0;1;32;20
150;100.000;0.040;328;45.732;135.337;0;0.000;0;11;0;0;44.000;0;0;0;1;32;20
150;100.000;0.041;453;33.113;183.466;0;0.000;0;11;0;0;44.000;0;0;0;1;28;20
150;100.000;0.043;658;22.796;257.709;0;0.000;0;10;0;0;44.000;0;0;0;1;28;20
150;100.000;0.043;703;21.337;273.875;0;0.000;0;9;0;0;44.000;0;0;0;1;28;20
150;100.000;0.043;763;19.659;294.677;0;0.000;0;8;0;0;44.000;0;0;0;1;28;20
150;100.000;0.043;781;19.206;300.362;0;0.000;0;8;0;0;40.000;0;0;0;1;30;20
150;100.000;0.043;797;18.821;305.785;0;0.000;0;8;0;0;40.000;0;0;0;1;28;20
150;100.000;0.048;2007;7.474;692.105;0;0.000;0;7;0;0;40.000;0;0;0;1;28;21
150;100.000;0.049;2123;7.065;725.633;0;0.000;0;7;0;0;40.000;0;0;0;1;28;20
